,SaddleY@Mainsketch,UpperLeg@Mainsketch,HandleX@Mainsketch,HandleY@Mainsketch,Arm@Mainsketch,SaddleX+.2@Mainsketch,CrankLength@Mainsketch,LowerLeg@Mainsketch,TorsoLength@Mainsketch,Neckandhead@Mainsketch,TorsoWidth@Widthdef
Config_1187,0.363,0.37995919246792575,0.4021399395347901,0.5327243160412604,0.5859927169894346,0.312,0.175,0.47927206936117683,0.5523734352651315,0.30542841161542866,0.31298669147741254
Config_1188,0.677,0.4249692783929183,0.429,0.7829999999999999,0.643396861676033,0.37,0.165,0.5211602205977366,0.5120333889351126,0.25730461790065706,0.35692835943210083
Config_1189,0.382,0.35581128678502955,0.3909942130510271,0.5614169194342962,0.6693740202410866,0.319,0.168,0.5026699347272527,0.5306615977819289,0.2920432433705039,0.3362236467134342
Config_1190,0.6940000000000001,0.39908869334089303,0.5139514406422275,0.7341119520714158,0.6208757768697591,0.38299999999999995,0.17300000000000001,0.5461054734226555,0.4837379013803477,0.3190325929894326,0.39093456710821767
Config_1191,0.34299999999999997,0.3894732026380424,0.4159942130510271,0.5574169194342962,0.6323815593371723,0.292,0.168,0.44550875024664227,0.5215310558922897,0.32885791743358017,0.3697680190386084
Config_1192,0.38299999999999995,0.36947071722391556,0.13814359353944902,0.8444871130596429,0.6072307598818426,0.773,0.163,0.5316662945492905,0.5404075351583043,0.31182513893073727,0.29271811902544304
Config_1193,0.6914100000000001,0.3632984226017764,0.49217,0.6659299999999999,0.6378782688162862,0.3935900000000001,0.1725,0.5380427227641458,0.5605527540204523,0.308580701614703,0.3412545821196621
Config_1194,0.6559999999999999,0.43797388697052336,0.4781528036907168,0.4252807745401172,0.6617216891852199,0.41,0.165,0.46914324961095744,0.49365673923781833,0.32338709090845047,0.31973486502963355
Config_1195,0.475,0.4165888632919062,0.429,0.665,0.6790143209940006,0.35600000000000004,0.175,0.5585503716041645,0.5067783136997442,0.3371531550383433,0.33107102389910276
Config_1196,0.387,0.3942071990123707,0.4896802658816997,0.6199381774771107,0.5983943847351718,0.249,0.14300000000000002,0.5261628343013826,0.46198486437796754,0.28788332860206345,0.30467788725894906
Config_1197,0.68,0.35117016296278536,0.498928828639248,0.4563118015667425,0.6238683671549109,0.40299999999999997,0.17,0.5709923087925923,0.4892204004066313,0.33241774181001466,0.32840355515998326
Config_1198,0.691,0.3966210266411002,0.5048697032563919,0.4002796982165813,0.6738443503630608,0.396,0.17300000000000001,0.5095974305980006,0.5329977031428941,0.30069544723833586,0.37374652616178455
Config_1199,0.371,0.42046689919805974,0.3875740116177704,0.6138138456421552,0.5928854592677988,0.321,0.168,0.48964146728301755,0.5561529784538647,0.3135117031843062,0.34885256793162617
Config_1200,0.647,0.3871225841662994,0.5102960812527763,0.4882826621120446,0.6583173218302707,0.386,0.17,0.5002716849105514,0.5039198024424524,0.26993858268996984,0.31649721443866713
Config_1201,0.639,0.45119889994306217,0.562,0.599,0.6109971881097034,0.366,0.168,0.5417763829711919,0.5430921469867218,0.30699834160199707,0.35983411694529077
Config_1202,0.428,0.36650116880803735,0.4127464990734463,0.6907783656934889,0.6351356707354159,0.33899999999999997,0.175,0.47476001919395877,0.5238106093284967,0.3211141974308225,0.33874608891794195
Config_1203,0.359,0.4070379176896791,0.39072812998581535,0.5350650577783697,0.7080073805494776,0.324,0.17,0.5187767132560326,0.5869314003018857,0.2939203214017868,0.40211524612351157
Config_1204,0.382,0.4131313259143637,0.3909942130510271,0.5614169194342962,0.6177602129786276,0.319,0.168,0.5141474089645598,0.5378490404231567,0.3038611209923997,0.33367112469499305
Config_1205,0.6920000000000001,0.39182982041199527,0.5669876483896696,0.6857214933686675,0.6406262786770991,0.39,0.17300000000000001,0.5347109792387358,0.5659711698792133,0.3170930427532978,0.3091014810291452
Config_1206,0.371,0.4304892055734815,0.3875740116177704,0.6138138456421552,0.6295985047766414,0.321,0.168,0.5050124436958005,0.549009729351131,0.2974173599803712,0.3227680181109225
Config_1207,0.69,0.3811760522587613,0.5569195478842115,0.5107597005439977,0.6281903448897249,0.39799999999999996,0.17300000000000001,0.5363350338744045,0.4706760200828632,0.29482249997856586,0.3212736045648874
Config_1208,0.696,0.4275639750960429,0.5877223170193605,0.5676780506959495,0.6819811920170663,0.377,0.165,0.4965247350372034,0.5272205584932536,0.3222228284996582,0.3645166977911897
Config_1209,0.71,0.4115206188178181,0.5389195478842115,0.5177597005439977,0.6635136628522011,0.415,0.17,0.5248752837134718,0.563095778554586,0.33457851530918836,0.3809035770668467
Config_1210,0.684,0.39064985262038315,0.5379195478842115,0.4877597005439976,0.5687774095808213,0.418,0.17300000000000001,0.5546449839812786,0.536607547187009,0.28672468107549287,0.35279621097369085
Config_1211,0.684,0.3859450005975087,0.5379195478842115,0.4877597005439976,0.6091542988582558,0.418,0.17300000000000001,0.5107337894010562,0.5226726308429211,0.31100044572553803,0.35836333453161084
Config_1212,0.684,0.44327585156544286,0.5379195478842115,0.4877597005439976,0.6566898090131068,0.418,0.17300000000000001,0.5887702176308881,0.5787203198210673,0.2812910137224529,0.3147814116933171
Config_1213,0.69,0.4056356894807459,0.5289195478842115,0.5157597005439978,0.6337611228687752,0.397,0.17300000000000001,0.5302272868663503,0.5417319101161181,0.3273322447822841,0.33748759694531033
Config_1214,0.69,0.3484731380682813,0.5289195478842115,0.5157597005439978,0.6715387299452336,0.397,0.17300000000000001,0.5438494072473748,0.5132769971742116,0.30464503888551314,0.3716979362272697
Config_1215,0.687,0.3954085199590693,0.5139195478842115,0.5127597005439978,0.6223854327291042,0.409,0.17300000000000001,0.5014789523585609,0.5542011854485258,0.35406349334284337,0.3270374548913417
Config_1216,0.6829999999999999,0.37621320661326335,0.5611462181378051,0.4554422149203069,0.5896684237066891,0.423,0.17300000000000001,0.5199608973746317,0.48665041458460423,0.3180474730716582,0.34756695400498483
Config_1217,0.706,0.4184652688411352,0.6099876483896697,0.6447214933686676,0.6447962327196626,0.32899999999999996,0.17,0.4771185812157634,0.5318241129499824,0.29106118402419423,0.29631558075924747
Config_1218,0.38299999999999995,0.4084818777570936,0.13714359353944902,0.8544871130596429,0.6420076462789059,0.773,0.163,0.5084589133019449,0.4991937409476045,0.3062124424115137,0.34502511078217285
Config_1219,0.69,0.38829804844284477,0.5669876483896696,0.6857214933686675,0.667326577851694,0.39799999999999996,0.17300000000000001,0.5274810015862734,0.5693175715908653,0.32005300355966193,0.32422367733985824
Config_1220,0.69,0.47201675598221027,0.5669876483896696,0.6857214933686675,0.6193354985147244,0.39799999999999996,0.17300000000000001,0.4881221642187748,0.5203840779954577,0.29299500624460084,0.36793746100018604
Config_1221,0.69,0.37360870943593677,0.5669876483896696,0.6857214933686675,0.6599923028066275,0.39799999999999996,0.17300000000000001,0.5485967364163761,0.6172652286533258,0.28898719160178776,0.3501509879936485
Config_1222,0.685,0.4148163824080219,0.4809752083190679,0.6541352153952044,0.6127706472732469,0.414,0.175,0.5038470254515537,0.524946758598047,0.31616539622331924,0.30218130778710306
Config_1223,0.705,0.4338792040301185,0.552,0.489,0.5957676229120861,0.335,0.17300000000000001,0.5130070260449632,0.49153647471805906,0.3093797404685929,0.31814529666731667
Config_1224,0.705,0.40293613792003874,0.5589999999999999,0.47600000000000003,0.676322065611054,0.335,0.17300000000000001,0.5331580937612128,0.5157034271868939,0.29656862565099507,0.3400011030981462
Config_1225,0.636,0.4031012582585212,0.4999195478842115,0.5007597005439977,0.5675937001336365,0.377,0.17300000000000001,0.48831545903801493,0.5373808394141403,0.3303170214443275,0.3132157906086284
Config_1226,0.74,0.3837249082711631,0.504,0.667,0.6159399443891286,0.396,0.175,0.564330451358823,0.5187947195506206,0.3125563437084458,0.39147087567808725
Config_1227,0.523,0.43434576371468814,0.4269323310784344,0.7000947145790383,0.6632859268535684,0.369,0.175,0.508601406279267,0.5648467555965572,0.2840310984303473,0.336382008031894
Config_1228,0.684,0.3931635656531256,0.5349195478842115,0.4967597005439977,0.6005263461815785,0.41700000000000004,0.17300000000000001,0.5400835677620072,0.5484147245299915,0.31992334442990084,0.2932015825861689
Config_1229,0.79,0.48394678826206106,0.5589195478842115,0.4747597005439977,0.6446206743792138,0.413,0.17300000000000001,0.5333486762258863,0.5325561740455,0.339948181290237,0.34141125502196484
Config_1230,0.662,0.39800125321149893,0.4979195478842115,0.5077597005439977,0.6335889962114398,0.374,0.17,0.5039932972201973,0.5425775445203966,0.2775194788989261,0.3786198933123277
Config_1231,0.674,0.37888285571057984,0.4277613312008801,0.6903798348465949,0.6089185219070098,0.387,0.175,0.5225306789596128,0.5233841760487903,0.2964614900592136,0.3049746813261212
Config_1232,0.696,0.42290395975740924,0.5419195478842115,0.4977597005439977,0.6564894016888975,0.376,0.17300000000000001,0.48150264717588354,0.5832893410688949,0.3244594726816917,0.3516300673082844
Config_1233,0.7170000000000001,0.4187081228777853,0.5406602540378445,0.5611487483155919,0.6191405981686628,0.419,0.17300000000000001,0.5550907347569642,0.5164477532526809,0.3076885027228452,0.3285726644570324
Config_1234,0.6609999999999999,0.39555942718963705,0.3469577586609212,0.7697255440103921,0.6418345924135348,0.39,0.17300000000000001,0.525034688340117,0.4928817345044881,0.294710890824494,0.29978473017493
Config_1235,0.42200000000000004,0.4058088725339153,0.3674812536290821,0.6090219582287981,0.6533627678181703,0.35600000000000004,0.17,0.49668532618267913,0.506256463280143,0.30139442134051336,0.3167067224670135
Config_1236,0.679,0.3860923767340564,0.5289195478842115,0.4777597005439977,0.6886348732434674,0.434,0.17300000000000001,0.5154362757936592,0.5256566997088236,0.28657552395512575,0.403115214598657
Config_1237,0.607,0.37106086090257095,0.5209195478842115,0.4537597005439977,0.6474559786899527,0.369,0.17300000000000001,0.5441205153102244,0.5302280890562556,0.32715052792793925,0.3093579358479696
Config_1238,0.662,0.41171827253948245,0.4939195478842115,0.4827597005439977,0.5954226536013827,0.373,0.17,0.5016286647805114,0.4825304583758653,0.29814890885502304,0.3543191682447149
Config_1239,0.626,0.38132727525650545,0.465,0.551,0.6597801078995091,0.387,0.168,0.49128355258472234,0.5717517779970216,0.3522850861654637,0.2835801147128709
Config_1240,0.648,0.42790942609095106,0.457,0.6809999999999999,0.6125524285280755,0.375,0.17,0.5304045238348982,0.5211016710518745,0.30454710364908716,0.3439219271921963
Config_1241,0.7290000000000001,0.40050780743483694,0.5294361142232674,0.5143826710605971,0.7220181965929935,0.41600000000000004,0.17300000000000001,0.5958949188663385,0.5002319805304,0.3179265770481773,0.3664052153018803
Config_1242,0.688,0.43088396884056546,0.4187768084930945,0.6971691186135828,0.6549082133361142,0.42,0.17300000000000001,0.5189239888668172,0.5048339436786603,0.3321692858054931,0.2757692656259174
Config_1243,0.7120000000000001,0.37243417541037105,0.4409322006595549,0.953092292271458,0.5854919734428475,0.47100000000000003,0.165,0.5722542498040982,0.5574480462522406,0.29380598567565147,0.3529640526091026
Config_1244,0.675,0.4207272190902049,0.3148808918941323,0.6420180592746121,0.6615022746417673,0.405,0.17,0.5349098641666657,0.49855462703770653,0.27940787176533316,0.3719470688756901
Config_1245,0.7020000000000001,0.43855525231413234,0.26909672580146266,0.7004158205605706,0.592503647563481,0.465,0.17,0.5464027241000743,0.55350251305384,0.29897394367911595,0.2889761590037927
Config_1246,0.6509999999999999,0.38962016495470786,0.5273467875173176,0.474122468873963,0.6518485954932649,0.42700000000000005,0.17,0.5591034926025222,0.5267936023567247,0.29559520097061487,0.3503143107044593
Config_1247,0.504,0.38011202929041804,0.387,0.675,0.6651406215664221,0.359,0.165,0.538262803883472,0.4949008870887231,0.28774167784597415,0.34015783235659086
Config_1248,0.6940000000000001,0.4252787110556404,0.5319195478842115,0.5177597005439977,0.6175606002040219,0.384,0.17300000000000001,0.49795489005837906,0.5361475376520841,0.3151496473204003,0.41485775071746944
Config_1249,0.424,0.33538793268770206,0.3052420760767807,0.64211911906771,0.631515810596001,0.35100000000000003,0.17,0.49337978492976503,0.5121901028112609,0.34747491579010764,0.33057665107722245
Config_1250,0.614,0.3590741009144744,0.5079534384583204,0.4981638918552328,0.6199169580865225,0.365,0.16,0.5219185876579173,0.5010402387571711,0.3264412746938755,0.3407845850057011
Config_1251,0.684,0.38193038929711065,0.5559195478842115,0.5317597005439977,0.6425275606323659,0.418,0.175,0.5476307292783643,0.5216740106997303,0.28027192881364005,0.3191451173265685
Config_1252,0.743,0.4293465095107205,0.5359905758765297,0.6884414560076672,0.5833751553868683,0.34,0.175,0.5034071000970635,0.57396751234638,0.31049023418990995,0.3623140029408999
Config_1253,0.462,0.44773105852795614,0.3629455432845118,0.7423503757570639,0.6134197414973872,0.392,0.175,0.539159309225957,0.5262249156858984,0.29426118650694577,0.32511595673166593
Config_1254,0.509,0.36592049466050713,0.4089194828545347,0.6321694536194216,0.5149513563559949,0.409,0.188,0.4710618201151175,0.5069509525607717,0.27122930183008276,0.3458159617487442
Config_1255,0.515,0.3626657572505127,0.3382696703292044,0.6973591927283393,0.7023174180205302,0.401,0.175,0.5430528061912381,0.5564069888466623,0.29603044924731786,0.3382746673040093
Config_1256,0.42200000000000004,0.4037662500321513,0.3847586549448499,0.6373980448004692,0.6342770499299822,0.33899999999999997,0.175,0.5010282703947465,0.5146508581970715,0.3238400481919773,0.3994275750031391
Config_1257,0.40399999999999997,0.38431899031245015,0.4027586549448499,0.6263980448004692,0.6098541825684834,0.327,0.175,0.5195151819758939,0.5331452873767538,0.3088796034709683,0.3158622765678749
Config_1258,0.765,0.41591297838676067,0.5309966838827685,0.5762307649904247,0.6453241055380469,0.433,0.175,0.5789959739394659,0.523952692073326,0.28830322816053083,0.3483690879563406
Config_1259,0.636,0.39862102649304304,0.5202044476445412,0.5719273796100993,0.6016859959429285,0.377,0.168,0.553366091323638,0.4976819301216329,0.2612780830528254,0.2801256555864703
Config_1260,0.675,0.3925698086115109,0.5010310986320068,0.6638249801755846,0.6383925986367157,0.385,0.17300000000000001,0.48243989749205274,0.43711519288056355,0.316510348593286,0.35500563534869245
Config_1261,0.684,0.3731082345459857,0.5533205080756888,0.6488564064605511,0.6623858587612192,0.418,0.17300000000000001,0.5503063432624645,0.5446717478515125,0.3419132251044884,0.33447304040989034
Config_1262,0.606,0.4141750070969048,0.4799195478842115,0.4117597005439977,0.6151125852192527,0.373,0.165,0.5045766450708007,0.5055510537012086,0.303370358857097,0.38578848594504694
Config_1263,0.6890000000000001,0.4325415881408099,0.5149195478842115,0.5097597005439977,0.6273030935403742,0.40299999999999997,0.166,0.5137192896399928,0.49181125390349223,0.2968886004988575,0.36727341430865457
Config_1264,0.6920000000000001,0.402443365144218,0.39799999999999996,0.664,0.6496274028176628,0.39799999999999996,0.165,0.5341208934701159,0.5158527673896885,0.3096811225211013,0.3445518084394616
Config_1265,0.6920000000000001,0.3782622916038941,0.39799999999999996,0.664,0.6439203083465016,0.39799999999999996,0.155,0.4998142367600655,0.5392745947172929,0.28469801813182716,0.3496624284171736
Config_1266,0.6920000000000001,0.42179367812455976,0.39799999999999996,0.664,0.5874355498637593,0.39799999999999996,0.155,0.5410383546780451,0.499404008589702,0.3129786916641281,0.3011815071603044
Config_1267,0.6940000000000001,0.39738550913209136,0.441,0.6609999999999999,0.6701709077983089,0.39,0.17,0.5183360709733268,0.5205278088011811,0.3001929911599819,0.3292456985977864
Config_1268,0.6920000000000001,0.3674511105158511,0.41700000000000004,0.6659999999999999,0.632899621605139,0.39799999999999996,0.155,0.5677664489853386,0.5296518722916215,0.32044584325231035,0.407878826605933
Config_1269,0.69,0.40793513494424416,0.5519399660321419,0.5133675388878026,0.6957453130927644,0.39799999999999996,0.17300000000000001,0.5091708340860788,0.4807961848909318,0.2933449104428297,0.33953075644405273
Config_1270,0.6940000000000001,0.387857382576857,0.5649876483896696,0.7097214933686675,0.6556940378339271,0.384,0.165,0.5283223141152958,0.5508590381940333,0.2673927357675749,0.3607737788689911
Config_1271,0.69,0.46004307314901444,0.4448286744867182,0.6629269347701376,0.6079623479482585,0.424,0.17300000000000001,0.48907879733449183,0.5109253943470617,0.30650687014005956,0.31753458006190655
Config_1272,0.638,0.3855024875970044,0.4169594344249346,0.5753795299460128,0.6183553491040121,0.3691,0.17,0.5068866636147474,0.5083099945397354,0.29856279568142324,0.3207020983721766
Config_1273,0.7090000000000001,0.44109212596504527,0.47600000000000003,0.539,0.6660981311210276,0.41100000000000003,0.17,0.5569871414562845,0.5476363746502807,0.3278887904113847,0.3639052765965955
Config_1274,0.6890000000000001,0.4051195178973198,0.47,0.7170000000000001,0.5784291680579804,0.40299999999999997,0.175,0.5256766307205429,0.5273629796572094,0.28187400613351876,0.34203808281391196
Config_1275,0.42700000000000005,0.3757324452235407,0.4219323310784344,0.5910947145790383,0.6301233697600345,0.33,0.165,0.516011778048612,0.49585768331634744,0.30493880292514397,0.3318898052991208
Config_1276,0.684,0.4265574889029955,0.47,0.609,0.6467414282595664,0.418,0.17300000000000001,0.4919932549147575,0.541899879857897,0.2741175446087702,0.3141183174418949
Config_1277,0.41700000000000004,0.37036043587005335,0.4169194828545347,0.6151694536194215,0.6116698358641459,0.369,0.17,0.4784854924415865,0.5134308970870143,0.3147066245882333,0.34708767894652875
Config_1278,0.696,0.38697553939087587,0.5229945750818322,0.5067477156646465,0.6919072987115676,0.43700000000000006,0.17300000000000001,0.5345132033195948,0.5299397368927877,0.3408874283044557,0.3043779353417845
Config_1279,0.636,0.4499500015956205,0.322,0.596,0.6318624831664417,0.377,0.17300000000000001,0.49505846218229144,0.4816826842187156,0.30317379550487733,0.35129952690972277
Config_1280,0.402,0.3663085357536885,0.414,0.711,0.6064859278957705,0.49700000000000005,0.172,0.5140046309038822,0.5512843985416137,0.2891217404363248,0.3309065019472425
Config_1281,0.69,0.3964687767233295,0.4633414104584016,0.6468595369226922,0.6428748419750779,0.428,0.175,0.5510300028370811,0.4998205602390695,0.3094800873130619,0.3627067562499448
Config_1282,0.6759999999999999,0.42020896429631527,0.4462759116545881,0.6874881152480966,0.6203019849763635,0.374,0.175,0.523458645868436,0.520814944778904,0.2966755198470532,0.34109791531976963
Config_1283,0.6759999999999999,0.4014688366640282,0.4462759116545881,0.6874881152480966,0.6779762554136562,0.374,0.175,0.5286629238022242,0.49235205495179735,0.299991173988616,0.29222337643137297
Config_1284,0.6759999999999999,0.3822309383579762,0.4502759116545881,0.6744881152480966,0.6485361391222652,0.374,0.175,0.509455270037916,0.559093028314297,0.284367426149945,0.3695341111106574
Config_1285,0.7509999999999999,0.4301015818870777,0.5291783669293141,0.4757937747177086,0.5974354238742141,0.46,0.17,0.5698346867409958,0.5161507259562435,0.31276708471435477,0.32546940065882674
Config_1286,0.662,0.41292615931399296,0.478,0.612,0.5446145547236307,0.428,0.175,0.47444795196474754,0.4505527301097153,0.3063105526451357,0.33606516833233774
Config_1287,0.6829999999999999,0.3893262636724231,0.5457431669821611,0.5100782170697791,0.6103147959777117,0.423,0.17300000000000001,0.5163002568172845,0.5549172320825798,0.2814875666797952,0.3659780685796201
Config_1288,0.596,0.40978436685638564,0.4859195478842115,0.4057597005439977,0.7043834339476722,0.371,0.17300000000000001,0.5378241881997574,0.5322627977165068,0.32751582417117425,0.3436074258286448
Config_1289,0.7020000000000001,0.3555440677648088,0.4647701123984661,0.6869177842175733,0.6456770682025129,0.401,0.175,0.5580140268496779,0.502984217235731,0.3181688477373864,0.333510203966238
Config_1290,0.69,0.3989325239293776,0.405,0.679,0.5917237122532559,0.39799999999999996,0.17300000000000001,0.5071732920222285,0.5422375355854671,0.2911857455883757,0.38341086203989544
Config_1291,0.69,0.4163619975530685,0.5289195478842115,0.5157597005439978,0.6514744640022769,0.39799999999999996,0.17300000000000001,0.5025218688909534,0.5641292061095868,0.27345570270119546,0.33858900777590467
Config_1292,0.361,0.3630887908442245,0.4424340347603027,0.5588946869098149,0.6646696945942385,0.318,0.17,0.4923438563347031,0.5086439903742822,0.3015932849015257,0.34869121414402904
Config_1293,0.61,0.40410155950984533,0.4148346159175404,0.6366230670185778,0.6171594610675418,0.425,0.17,0.5314836853248964,0.5480234763673291,0.33487401088364444,0.2990559210490756
Config_1294,0.377,0.43741052868168073,0.4157281299858154,0.5540650577783697,0.6401098337536222,0.33399999999999996,0.175,0.5117277084477799,0.5276479965179278,0.28687282859199054,0.32823409333739506
Config_1295,0.612,0.4082989007428046,0.4699195478842115,0.4917597005439977,0.6628337571889641,0.419,0.17300000000000001,0.5482701305284263,0.526509186475317,0.30395918174116077,0.347407037232838
Config_1296,0.6859999999999999,0.46654983774987285,0.5334591873390735,0.5151782476847532,0.5649556458547728,0.414,0.17300000000000001,0.5222240082723858,0.5464984399853047,0.31721080750176156,0.3714506504961992
Config_1297,0.705,0.4223430245391144,0.4899195478842115,0.3717597005439977,0.5999312341609979,0.335,0.17300000000000001,0.4937200936094335,0.5358424226769992,0.3102871642960741,0.39503311707186756
Config_1298,0.41700000000000004,0.39769289707622396,0.4169194828545347,0.6151694536194215,0.6808315906364437,0.369,0.17,0.4544727107955377,0.5614736349414856,0.2975224671193109,0.3581821015888868
Config_1299,0.684,0.3834271781680819,0.41070834875401147,0.7561025403784439,0.6707118567458306,0.456,0.17,0.5174597356820061,0.5014374554904758,0.33267050267164416,0.35262869323473495
Config_1300,0.6829999999999999,0.4334233687874098,0.5149195478842115,0.4837597005439976,0.6218226432805503,0.42200000000000004,0.17,0.47178240821411394,0.540900270559704,0.30079560315647735,0.30669396048979913
Config_1301,0.679,0.4027714537602479,0.535127066913754,0.6206978800436477,0.6442701274673823,0.43200000000000005,0.17300000000000001,0.4988907871184006,0.5751917937923494,0.3136190225635995,0.33221562529614407
Config_1302,0.703,0.39286647332314045,0.5429999999999999,0.455,0.6560904874119515,0.414,0.165,0.5273144131822884,0.5310963754231078,0.3070967713493368,0.3210838097222309
Config_1303,0.767,0.4146012659478895,0.54388,0.46478,0.6332444910308471,0.4065,0.175,0.562860187651631,0.5530457811685942,0.2940342961657214,0.2730401347358278
Config_1304,0.382,0.41132395935608174,0.3811245152009121,0.5993215301225076,0.6414888346400949,0.318,0.17,0.49092425059783323,0.5099591113865013,0.27592359110837383,0.41095506711547936
Config_1305,0.6862999999999999,0.3905026275596537,0.4928882407898457,0.4710928089924538,0.6187491220113326,0.4057,0.1725,0.5105918026688894,0.47785339409718713,0.3235370198062422,0.36115442412622895
Config_1306,0.6829999999999999,0.40019023139675736,0.5140195478842116,0.4497597005439977,0.6304724152992599,0.4099,0.1725,0.5198120954639761,0.5196636470175283,0.33751490062262957,0.34998790331228014
Config_1307,0.685,0.4272236275665488,0.5025195478842115,0.4563597005439977,0.6529814557196469,0.4084,0.1725,0.5435811400777305,0.4981213212809488,0.28802412590577586,0.37565598769286873
Config_1308,0.629,0.3952577873358857,0.47700000000000004,0.61,0.5947203201902026,0.365,0.17300000000000001,0.5361277359342608,0.5242367855731604,0.25883890580158164,0.32404366797559525
Config_1309,0.633,0.41822436275612423,0.3771419623819027,0.4844108522865821,0.6753703632458646,0.387,0.165,0.5151491926310935,0.5044707387375899,0.31915811121545534,0.28776464227251203
Config_1310,0.685,0.38579756277490596,0.4016138667265596,0.5015495833639867,0.6359931708458338,0.40399999999999997,0.17300000000000001,0.5542093125783577,0.5569223751561728,0.299178555809713,0.3553512812042914
Config_1311,0.657,0.44251583290995133,0.3583698209074251,0.4896288770469221,0.716599763960795,0.426,0.165,0.5060242463675603,0.5149529249877112,0.3290585743505845,0.3108559228928363
Config_1312,0.69,0.36473289813314075,0.48,0.68,0.6593582060085622,0.4,0.17,0.5247162972160884,0.5334410940759162,0.31192901724985433,0.38663862465592547
Config_1313,0.69,0.40546307560043227,0.49700000000000005,0.685,0.6121131104253354,0.4,0.17,0.4846620334979453,0.49011506719165254,0.28298456885781187,0.33479263444645074
Config_1314,0.649,0.3521074760504091,0.4873661370390818,0.430694815838978,0.6637425269531879,0.3663,0.16,0.5088862220561547,0.5389549333227042,0.31319119559115777,0.3454992953672094
Config_1315,0.7020000000000001,0.39707905124404547,0.5975520443382485,0.6992704181569451,0.6163492237889231,0.435,0.17300000000000001,0.5659521399274213,0.49898210780317076,0.28502315410590984,0.29011738785501734
Config_1316,0.6409999999999999,0.42125527439637284,0.5319195478842115,0.4667597005439977,0.6394222728128865,0.40299999999999997,0.17,0.5279840774637707,0.5202402337127926,0.3316845746211458,0.3247605642873595
Config_1317,0.687,0.387563534154512,0.5240068999336144,0.4685998781316295,0.6011110959542795,0.409,0.17300000000000001,0.5405569562830365,0.5293644653347994,0.29357620701283604,0.3884428537433728
Config_1318,0.345,0.4557874279243644,0.36214850000727145,0.565019956357413,0.65073108483765,0.33399999999999996,0.17,0.499507724761964,0.4798663403244863,0.3207110771450782,0.3354300025377206
Config_1319,0.6609999999999999,0.36707371562560936,0.4978590721655039,0.4543093656170023,0.6823753715370057,0.39899999999999997,0.17,0.5180432538687894,0.5504391696610879,0.3067033329349942,0.3560476784470162
Config_1320,0.62,0.3391685887446414,0.5971208380257541,0.42591873537071256,0.6449719874322778,0.395,0.17,0.5337327699330198,0.557984600940483,0.30356676491974455,0.34047123403688745
Config_1321,0.685,0.39227354135828707,0.4977293670780749,0.4323873800697864,0.5900925099902755,0.405,0.17,0.4943936995374737,0.5155538400387328,0.34304646525845606,0.42032067034555853
Config_1322,0.69,0.43169629489791284,0.5529195478842115,0.4147597005439977,0.7004567252978608,0.39799999999999996,0.17300000000000001,0.5496063642195468,0.5248047801614166,0.27895734993597143,0.35064169011341445
Config_1323,0.7,0.3804170552984871,0.539127066913754,0.6206978800436477,0.6421808226538933,0.36,0.17,0.5204087397608407,0.5179201838501359,0.3186593016708947,0.381947405175467
Config_1324,0.6809999999999999,0.42590960350016877,0.5030575687133007,0.4458362731064623,0.5822388586329903,0.382,0.17,0.4779475326250851,0.5627618425928415,0.2916787481619376,0.33286457915298134
Config_1325,0.642,0.39955894778783513,0.5319195478842115,0.4697597005439977,0.6675767650208331,0.397,0.17,0.5019273463764424,0.536453891659684,0.30513463437143684,0.3077871857530738
Config_1326,0.688,0.3899141737873257,0.6573740945511429,0.6349060952909913,0.6896749806670605,0.397,0.17300000000000001,0.5111597249236814,0.5472532648572241,0.31151459307673596,0.2780929290781281
Config_1327,0.693,0.41054690417924034,0.478,0.622,0.6054707569622726,0.386,0.17300000000000001,0.5307611938706254,0.5270781908663704,0.298768698862095,0.3218388867145988
Config_1328,0.6759999999999999,0.43977787379093214,0.46,0.677,0.6255090804327459,0.38299999999999995,0.17,0.5157237943747671,0.5316782359604336,0.3082825974394534,0.3480477067946082
Config_1329,0.406,0.4172793152130654,0.3790160440732237,0.6618144448557037,0.6366787113461023,0.37,0.175,0.5065996328084769,0.5779499898465947,0.3149275270427088,0.35891042291895764
Config_1330,0.585,0.3946565193796733,0.5329195478842115,0.5157597005439978,0.6602053462180091,0.39799999999999996,0.17300000000000001,0.48550863926147353,0.5415644998313878,0.3019900239070349,0.39784157853169866
Config_1331,0.44,0.4061569846362101,0.5126498087481879,0.8052701449904018,0.5864832322890866,0.45899999999999996,0.12,0.5602654161583693,0.5328503257530636,0.3196658874613084,0.3289098500664867
Config_1332,0.691,0.44579554324079207,0.4590389751958428,0.6488838964200939,0.6696377688532794,0.435,0.175,0.5266533379807897,0.5559013358914577,0.2632007333712919,0.300492765689076
Config_1333,0.69,0.4121166383201979,0.5289195478842115,0.5157597005439978,0.6492623352041649,0.39799999999999996,0.17300000000000001,0.5470086558265995,0.5488102817172182,0.3390802334856753,0.3668369374124044
Config_1334,0.687,0.381629179401556,0.5328130159763822,0.5217342486111098,0.5579588365045682,0.409,0.17300000000000001,0.5122959712829114,0.49723617638476525,0.29624647790706726,0.3341527939868917
Config_1335,0.544,0.35444801930526476,0.5299195478842115,0.3577597005439977,0.6112224605139867,0.335,0.165,0.46303642886535906,0.5728247574048393,0.3218010515988157,0.37047916167179884
