,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,SAME_SIZED_FRONT_AND_REAR,BSD front,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,HBARRAD1,HBARRAD2,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,Teeth on cog 11,Display RACK,Dropout spacing style,RIM_STYLE front,RIM_STYLE rear,Fork type,HEADSETprofile,Stem kind,Aerobar style,Brake lever brand,Handlebar style,TRACK_ERGO,Head tube type,Seat tube type,Top tube type,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,BELTorCHAIN,MOUNT_TYPE,BRAZEonFDTYPE,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,spc type
1805,50.0,550.0,565.6,28.0,69.0,440.0,620.0,30.0,38.9,69.0,690.0,598.0,35.0,130.0,1,7,694.0,False,622.0,694.0,8,35.0,1,598.0,622.0,80.0,80.0,70.0,385.0,10.0,62.0,3.0,60.0,53.0,39.0,148.0,278.0,22.0,200,12.9,24.5,30.0,35.0,0.0,100,145.0,16.0,28.0,60.0,30,170,20.0,False,30,0.0,-50.0,16.4,-0.0,68.0,10.0,5.0,130,90,87.0,30,139.0,32,50.0,0.0,180.0,0.0,60.0,40.0,32.0,36.0,32.0,36.0,19.1,68.0,60.0,22.2,19.1,31.8,0,692.0,54.9,22.2,25.4,38.1,60,25.4,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,11.5,17.0,5.0,300.0,18.0,18.0,18.0,300.0,False,30.0,16.0,14.0,30.0,10.85,300,16.0,0,15,8.4,0,188.0,0,11.6,15.0,194,13.0,205.0,True,True,180.0,13.0,-18.0,70.0,146,94.0,175.0,0,100.0,81.0,18,22,27,32,23,25,26,23,63.0,25,0,44,32,20,8.0,3.175,5.0,0,True,2,SPOKED,SPOKED,0,0,0,1,CAMPAGNOLO,2,1,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,2
1806,90.0,521.7,565.6,31.3,70.0,475.0,629.0,91.7,50.2,69.0,718.0,598.0,23.0,130.0,1,7,743.38,True,622.0,743.38,7,23.0,1,598.0,622.0,80.0,80.0,30.0,450.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,10.0,300,13.7,24.8,40.0,-18.0,0.0,100,145.0,16.0,40.0,70.0,50,150,40.0,False,50,0.0,-15.0,16.4,-10.0,48.0,10.0,15.0,150,40,50.0,30,120.0,52,10.0,50.0,10.0,70.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,25.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,220.0,1,14.0,15.0,150,10.0,190.0,True,True,180.0,10.0,-10.0,80.0,146,114.0,170.0,9,140.0,81.0,15,17,19,21,23,25,28,32,89.0,25,1,36,22,24,8.0,1.6,3.95,0,True,2,SPOKED,SPOKED,0,1,0,1,SHIMANO,0,0,1,2,0,True,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1807,-40.0,602.2,565.6,53.0,76.0,450.0,680.7,82.2,55.1,75.0,742.0,388.0,44.4,135.0,3,5,520.0,True,406.0,520.0,5,44.4,3,388.0,406.0,40.0,40.0,45.0,290.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,0.0,700,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,50.0,10.0,20.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,35.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,40.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,120,10.0,190.0,True,True,180.0,10.0,-10.0,80.0,146,130.0,165.0,10,140.0,81.0,14,16,17,19,21,23,25,27,89.0,30,2,56,40,28,8.0,1.6,3.8,0,True,1,SPOKED,SPOKED,0,0,0,0,SHIMANO,0,0,1,2,0,True,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1808,70.0,566.7,565.6,28.5,73.5,400.5,574.7,46.7,39.3,73.0,718.0,582.0,28.0,130.0,1,7,674.0,True,622.0,674.0,7,28.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,20.0,29.0,148.0,290.0,21.0,300,7.0,10.0,0.0,-5.0,0.0,100,145.0,16.0,40.0,120.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,-10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,210.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,50,39,24,8.0,1.6,3.8,0,False,2,SPOKED,SPOKED,0,0,0,0,SHIMANO,1,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1809,50.0,511.0,565.6,46.1,50.0,1500.0,746.4,45.0,33.9,50.0,600.0,600.0,100.0,170.0,1,17,700.0,True,622.0,700.0,17,100.0,1,600.0,622.0,80.0,80.0,45.0,403.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,40.0,30,170,20.0,False,30,0.0,20.0,100.0,-0.0,68.0,400.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,100.0,60.0,36.0,19.1,50.0,0,692.0,54.9,36.0,25.4,40.0,60,36.0,100.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,180,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.8,0,False,0,SPOKED,SPOKED,1,0,0,0,CAMPAGNOLO,1,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1810,58.0,420.0,565.6,35.0,88.0,390.0,545.6,20.0,40.0,73.0,660.0,582.0,23.0,120.0,7,4,674.0,False,622.0,674.0,1,23.0,7,582.0,622.0,70.0,23.0,38.0,350.0,10.0,45.0,-2.0,35.0,30.0,20.0,135.0,250.0,50.0,200,0.0,0.0,0.0,0.0,0.0,100,145.0,16.0,45.0,45.0,20,-20,42.0,False,20,0.0,0.0,16.4,-10.0,70.0,10.0,-1.0,180,50,80.0,30,123.0,24,20.0,55.0,0.0,40.0,45.0,99.0,70.0,70.0,70.0,70.0,20.0,60.0,90.0,35.0,20.0,36.0,0,682.0,72.0,35.0,45.0,40.0,90,40.0,-25.0,45.0,50.0,30.0,8.0,60.0,40.0,-0.0,17.0,18.1,15.0,200.0,40.0,30.0,18.0,300.0,False,60.0,30.0,30.0,0.0,13.0,130,16.0,0,15,14.0,1,200.0,1,14.0,15.0,172,5.0,160.0,True,False,59.0,4.0,-10.0,122.0,146,144.0,170.0,0,140.0,81.0,14,15,16,17,19,34,34,23,40.0,25,0,53,48,39,8.0,1.6,3.8,0,False,3,TRISPOKE,DISC,2,2,0,1,SHIMANO_2012,2,0,0,0,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,3
1811,68.0,500.0,565.6,35.2,74.0,410.0,574.7,63.6,46.5,72.5,718.0,582.0,23.0,130.0,1,7,674.0,True,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,20.0,6.0,0.0,100,145.0,16.0,40.0,85.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,20.0,150,40,87.0,30,139.0,66,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.8,0,False,2,SPOKED,SPOKED,0,0,0,0,SHIMANO_2012,0,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1812,70.0,586.7,565.6,28.5,73.7,410.0,582.8,46.7,38.8,73.0,718.0,582.0,28.0,130.0,1,7,674.0,True,622.0,674.0,7,28.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,20.0,29.0,148.0,290.0,21.0,300,7.0,10.0,0.0,-5.0,0.0,100,145.0,16.0,40.0,120.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,-10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,0,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,50,39,24,8.0,1.6,3.8,0,False,2,SPOKED,SPOKED,0,0,0,0,SHIMANO,1,0,1,2,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1813,35.0,580.0,565.6,31.7,77.0,378.15,580.0,32.5,47.2,77.0,718.0,582.0,25.0,120.0,1,5,674.0,False,622.0,674.0,8,25.0,1,582.0,622.0,80.0,80.0,45.0,347.0,-20.0,45.0,0.0,50.0,40.0,25.0,165.0,270.0,21.0,300,10.0,20.0,5.0,-8.0,0.0,100,145.0,16.0,40.0,80.0,30,170,20.0,False,30,0.0,0.0,16.4,-0.0,68.0,10.0,5.0,150,40,105.0,30,150.0,52,10.0,50.0,10.0,29.0,60.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,22.0,40.0,0,692.0,55.0,31.8,25.4,40.0,60,30.0,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,20.0,15.0,200.0,20.0,30.0,18.0,350.0,True,40.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,220.0,1,14.0,15.0,180,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,110.0,165.0,0,140.0,85.0,14,15,17,18,19,21,23,23,60.0,25,0,50,39,24,8.0,1.6,3.8,0,False,3,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,1,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,2
1814,55.0,610.0,565.6,39.0,72.5,425.0,612.1,46.5,47.0,72.0,786.0,582.0,38.0,135.0,1,7,700.0,True,622.0,700.0,7,38.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,20.0,-5.0,0.0,100,145.0,16.0,40.0,80.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,50.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,184,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,170.0,8,140.0,60.0,14,15,17,18,19,21,23,23,45.0,25,0,42,39,24,8.0,1.6,3.8,0,False,1,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,0,0,1,2,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1815,50.0,540.0,565.6,40.0,75.5,380.0,569.5,45.0,45.0,75.0,715.0,582.0,23.0,120.0,1,6,674.0,False,622.0,674.0,7,23.0,1,582.0,622.0,80.0,80.0,35.0,368.0,-10.0,40.0,-4.0,40.0,30.0,23.0,140.0,250.0,10.0,300,0.0,30.0,20.0,-15.0,0.0,100,145.0,16.0,40.0,105.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,70.0,10.0,-5.0,170,50,80.0,110,123.0,52,25.0,25.0,-2.0,40.0,45.0,99.0,38.1,34.9,38.1,34.9,18.0,68.0,40.0,40.0,19.1,50.0,0,689.0,65.0,40.0,34.0,40.0,60,31.8,0.0,34.0,40.0,20.0,8.0,50.0,-1.0,0.0,17.0,18.1,15.0,200.0,20.0,35.0,18.0,350.0,False,70.0,18.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,144.0,170.0,0,140.0,80.0,14,15,17,18,19,21,23,23,75.0,25,0,52,39,24,8.0,1.6,3.8,0,False,3,SPOKED,SPOKED,0,2,0,0,CAMPAGNOLO,0,0,2,0,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1816,20.0,560.0,565.6,37.3,75.0,367.5,552.1,73.9,36.4,74.0,760.0,531.0,23.0,120.0,1,7,614.0,False,571.0,614.0,7,23.0,1,531.0,571.0,80.0,80.0,0.0,315.0,10.0,45.0,2.0,49.0,15.0,34.0,148.0,290.0,21.0,300,10.0,10.0,5.0,-17.0,0.0,100,145.0,16.0,40.0,130.0,30,170,20.0,False,30,0.0,0.0,16.4,-0.0,68.0,10.0,4.0,150,40,87.0,30,139.0,52,10.0,50.0,10.0,29.0,60.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,40.0,19.1,50.0,0,600.0,54.9,40.0,25.4,60.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,30.0,30.0,18.0,350.0,False,70.0,30.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,151.0,165.0,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,80,39,24,8.0,1.6,3.8,0,False,3,TRISPOKE,TRISPOKE,0,2,0,0,CAMPAGNOLO,0,1,1,0,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1817,63.0,500.0,565.6,22.5,73.5,454.0,680.2,55.8,55.6,71.0,765.0,602.0,56.0,135.0,1,6,750.0,True,622.0,750.0,6,56.0,1,602.0,622.0,80.0,80.0,45.0,375.0,10.0,45.0,0.0,30.0,22.0,20.0,145.0,275.0,0.0,330,1.0,5.0,0.0,-10.0,0.0,100,145.0,16.0,43.0,100.0,30,170,20.0,False,30,0.0,0.0,20.0,5.0,68.0,0.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,73.0,60.0,38.1,19.1,50.0,0,692.0,54.9,38.1,25.4,41.0,60,31.8,0.0,25.4,44.0,30.0,8.0,44.0,0.0,0.0,16.0,18.0,15.0,250.0,16.0,38.0,18.0,350.0,False,55.0,14.0,19.0,8.0,14.0,260,16.0,0,15,12.6,1,200.0,1,7.0,15.0,170,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,104.0,175.0,9,155.0,60.0,14,15,17,19,21,23,25,28,50.0,25,0,36,39,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,1,2,0,0,CAMPAGNOLO,1,1,2,2,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,1
1818,69.0,590.0,565.6,35.0,73.5,435.0,621.6,40.0,60.0,71.25,765.0,602.0,33.0,135.0,1,7,705.0,True,622.0,705.0,7,33.0,1,602.0,622.0,80.0,80.0,45.0,410.0,10.0,45.0,0.0,30.0,22.0,20.0,145.0,275.0,0.0,330,1.0,5.0,0.5,-10.0,0.0,100,145.0,16.0,43.0,100.0,30,170,20.0,False,30,0.0,0.0,20.0,5.0,45.0,0.0,5.0,150,40,87.0,110,140.0,40,10.0,50.0,10.0,45.0,48.0,60.0,44.0,35.0,44.0,35.0,19.1,73.0,60.0,35.0,19.1,50.0,0,692.0,54.9,35.0,38.1,41.0,60,31.8,0.0,38.1,44.0,30.0,8.0,50.0,0.0,0.0,16.0,18.0,15.0,250.0,16.0,38.0,18.0,350.0,False,55.0,13.0,19.0,8.0,14.0,260,16.0,0,15,7.0,1,220.0,1,7.0,15.0,180,20.0,210.0,True,True,180.0,20.0,-10.0,80.0,146,110.0,175.0,9,155.0,60.0,14,15,16,17,19,21,23,25,50.0,25,1,46,38,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,0,2,0,0,CAMPAGNOLO,0,0,2,1,0,True,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,1
1819,30.0,560.0,565.6,27.5,75.0,375.0,550.4,152.2,35.9,75.0,718.0,542.0,23.0,120.0,1,7,611.0,False,560.0,674.0,7,23.0,1,467.0,622.0,80.0,80.0,0.0,335.0,-10.0,45.0,0.5,38.0,31.0,20.0,165.0,300.0,21.0,300,10.0,10.0,2.5,-15.0,0.0,100,145.0,16.0,40.0,120.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,5.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,180.0,10,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,70,39,24,8.0,1.6,3.95,0,False,3,TRISPOKE,TRISPOKE,0,2,0,0,SRAM,0,0,1,2,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,1
1820,50.0,555.6,565.6,23.8,75.5,385.0,520.3,15.6,26.9,74.5,718.0,582.0,23.0,130.0,1,5,562.0,False,507.0,674.0,7,25.4,1,487.0,622.0,80.0,80.0,-30.0,305.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-17.0,30.0,100,145.0,16.0,60.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,49.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,28.0,19.1,31.0,0,692.0,54.9,28.0,25.4,40.0,60,30.0,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,144.0,170.0,0,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,0,65,39,24,8.0,1.6,3.95,0,False,2,DISC,DISC,0,0,0,0,CAMPAGNOLO,0,0,1,1,0,False,False,1,BRAZEON,FD9000F,FDM9000D,FD9000B,1
1821,70.0,641.7,565.6,38.0,73.5,445.0,655.0,46.7,46.1,72.5,800.0,582.0,32.0,130.0,1,7,685.0,True,622.0,685.0,7,32.0,1,582.0,622.0,80.0,80.0,45.0,375.0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,50.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,25.0,160.0,60.0,68.0,60.0,15.0,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,194,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,180.0,0,140.0,81.0,13,15,17,19,21,23,25,27,89.0,30,0,50,39,24,8.0,1.6,3.95,0,True,2,SPOKED,SPOKED,0,0,0,0,CAMPAGNOLO,1,0,1,2,0,False,False,0,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1822,70.0,459.5,565.6,26.6,75.0,405.0,585.0,79.5,55.2,75.0,718.0,519.0,38.1,135.0,1,7,628.0,True,559.0,628.0,7,38.1,1,519.0,559.0,80.0,80.0,45.0,403.0,10.0,52.0,3.1805546814635168e-15,50.0,30.0,34.0,148.0,278.0,21.0,300,13.7,24.8,10.0,-5.0,0.0,100,145.0,16.0,40.0,100.0,30,170,20.0,False,30,0.0,0.0,16.4,-10.0,68.0,10.0,15.000000000000004,150,40,87.0,110,139.0,52,10.0,50.0,10.0,29.0,50.0,40.0,38.1,34.9,38.1,34.9,19.1,68.0,60.0,31.8,19.1,45.0,0,692.0,54.9,31.8,25.4,40.0,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200,16.0,0,15,14.0,1,200.0,1,14.0,15.0,200,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146,150.0,172.5,8,140.0,81.0,14,15,17,18,19,21,23,23,89.0,25,1,53,39,24,8.0,1.6,3.95,0,False,1,SPOKED,SPOKED,1,0,0,0,SHIMANO,0,0,1,1,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,0
1823,-32.5,602.1,565.6,15.5,73.0,370.0,588.3,62.1,40.5,72.0,830.0,376.0,44.4,130.0,3,7,505.0,True,406.0,505.0,7,44.4,3,376.0,406.0,40.0,40.0,30.0,300.0,10.0,60.0,1.5,55.0,47.0,33.0,148.0,278.0,22.0,300,13.7,24.8,0.0,10.0,0.0,185,300.0,12.0,60.0,150.0,30,170,20.0,False,30,0.0,5.0,130.0,0.0,68.0,0.0,5.0,130,70,87.0,30,139.0,37,0.0,0.0,189.0,29.0,50.0,40.0,32.0,36.0,32.0,36.0,19.1,68.0,60.0,22.0,19.1,31.8,0,692.0,54.9,22.0,25.4,38.1,60,31.8,0.0,25.4,36.0,30.0,8.0,45.0,0.0,0.0,11.5,17.0,5.0,300.0,16.0,30.0,18.0,300.0,False,45.0,14.0,14.0,30.0,10.85,450,16.0,0,15,-12.8,1,70.0,1,8.0,15.0,256,15.0,200.0,True,True,138.0,15.0,0.0,80.0,146,140.0,175.0,1,100.0,81.0,22,26,32,24,28,32,34,23,63.0,25,0,54,32,20,8.0,1.6,3.95,0,True,2,SPOKED,SPOKED,0,0,1,1,CAMPAGNOLO,2,0,1,1,0,False,True,1,BRAZEON,FD9000F,FDM9000D,FD9000B,2
