,BIKESTYLE,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,Dropout spacing style,RIM_STYLE front,SAME_SIZED_FRONT_AND_REAR,BSD front,RIM_STYLE rear,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Fork type,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,HEADSETprofile,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,Stem kind,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Aerobar style,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Brake lever brand,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,Handlebar style,HBARRAD1,HBARRAD2,TRACK_ERGO,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Head tube type,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,Seat tube type,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,Top tube type,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,BELTorCHAIN,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,MOUNT_TYPE,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,BRAZEonFDTYPE,Teeth on cog 11,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,Display RACK,spc type
2086,ROAD,70.0,543.3,565.6,36.6,74.5,405.0,602.3,63.3,47.3,71.5,723.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,377.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,0.0,2,18.0,10.0,-6.0,0.0,0,100.0,145.0,16.0,40.0,120.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2087,TRACK,55.0,590.0,565.6,35.0,73.5,390.0,523.0,30.0,50.0,70.0,725.0,542.0,23.0,120.0,1,7,614.0,3,SPOKED,False,571.0,DISC,674.0,7,23.0,1,531.0,622.0,80.0,80.0,46.0,340.0,0,-10.0,45.0,-4.0,40.0,30.0,20.0,165.0,275.0,21.0,150.0,1.0,2,9.0,5.0,-25.0,0.0,0,100.0,145.0,16.0,40.0,110.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.000000000000014,150.0,40.0,87.0,110.0,139.0,25,CAMPAGNOLO,10.0,50.0,-10.0,29.0,2,50.0,40.0,0,30.0,40.0,30.0,40.0,2,19.1,68.0,58.0,30.0,19.1,46.0,0.0,692.0,70.0,30.0,36.0,50.0,80.0,35.0,0,0.0,36.0,40.0,30.0,8.0,46.0,1,10.0,0.0,17.0,18.1,15.0,200.0,15.0,40.0,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,135.0,170.0,1,0,130.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,69.0,30,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2088,CYCLOCROSS,66.0,480.0,565.6,25.1,73.0,425.0,600.0,87.0,44.7,72.0,753.0,582.0,35.0,130.0,1,7,689.0,2,SPOKED,True,622.0,SPOKED,689.0,7,35.0,1,582.0,622.0,80.0,80.0,45.0,397.5,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,0.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,30.0,139.0,66,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,16.0,19.1,36.0,0.0,692.0,54.9,16.0,25.4,40.0,60.0,32.7,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,90.0,12.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,85.0,14,15,17,18,19,21,23,23,BRAZEON,60.0,25,0,39,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2089,BMX,-40.0,209.0,565.6,30.3,71.0,335.0,548.5,29.0,34.6,74.5,280.0,366.0,44.0,130.0,3,8,486.0,2,SPOKED,True,400.0,SPOKED,486.0,8,44.0,3,366.0,400.0,40.0,40.0,25.0,278.9,0,10.0,52.0,20.0,50.0,30.0,34.0,110.0,210.0,5.0,100.0,5.0,2,9.0,0.0,0.0,0.0,0,100.0,145.0,16.0,35.0,40.0,30.0,170.0,0,20.0,False,30.0,0.0,15.0,16.4,-10.0,68.0,180.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,32.0,32.0,32.0,32.0,1,19.1,68.0,60.0,30.0,19.1,36.0,0.0,692.0,54.9,30.0,25.4,40.0,60.0,29.0,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,22.0,22.0,18.0,300.0,False,37.0,22.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,0.0,175.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,75.0,25,0,25,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,0
2090,ROAD,70.0,590.0,565.6,26.2,73.0,435.0,625.6,58.0,43.5,72.0,778.0,592.0,42.0,130.0,1,6,714.0,2,SPOKED,True,622.0,SPOKED,714.0,6,42.0,1,592.0,622.0,80.0,80.0,45.0,375.0,0,5.0,45.0,0.0,50.0,30.0,25.0,148.0,275.0,21.0,300.0,3.0,2,15.0,20.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,10.0,150.0,40.0,87.0,110.0,129.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,44.0,44.9,44.0,44.9,1,19.1,68.0,60.0,32.0,19.1,45.0,0.0,692.0,54.9,32.0,25.4,40.0,60.0,33.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,95.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,20.0,8.0,1.0,200.0,1.0,8.0,20.0,True,True,160.0,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,101.0,172.5,1,9,140.0,81.0,13,15,17,19,21,23,25,28,BRAZEON,20.0,25,1,46,34,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
2091,DIRT_JUMP,15.0,307.0,565.6,30.4,70.5,384.9914,604.1,44.5,45.2,69.5,400.0,600.0,21.0,135.0,1,7,674.0,1,SPOKED,False,570.0,SPOKED,674.0,7,21.0,1,600.0,570.0,80.0,80.0,45.0,403.0,1,10.0,15.0,23.000000000000004,50.0,30.0,34.0,110.0,230.0,21.0,300.0,0.0,2,5.0,5.0,0.0,0.0,0,100.0,145.0,16.0,40.0,40.0,30.0,170.0,0,20.0,False,30.0,0.0,20.0,16.4,5.0,68.0,50.0,15.000000000000004,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,50.0,40.0,50.0,40.0,2,19.1,68.0,60.0,35.0,19.1,45.0,0.0,692.0,54.9,35.0,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,25.0,30.0,18.0,310.99019,False,60.0,25.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,0.0,168.0,1,0,10.0,90.0,14,15,17,18,19,21,23,23,BRAZEON,100.0,25,0,25,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,2
2092,DIRT_JUMP,15.0,307.0,565.6,30.4,70.5,384.9914,604.1,44.5,45.2,69.5,400.0,600.0,21.0,135.0,1,7,674.0,1,SPOKED,False,570.0,SPOKED,674.0,7,21.0,1,600.0,570.0,80.0,80.0,45.0,403.0,1,10.0,15.0,23.000000000000004,50.0,30.0,34.0,110.0,230.0,21.0,300.0,0.0,2,5.0,5.0,0.0,0.0,0,100.0,145.0,16.0,40.0,40.0,30.0,170.0,0,20.0,False,30.0,0.0,20.0,16.4,5.0,68.0,50.0,15.000000000000004,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,50.0,40.0,50.0,40.0,2,19.1,68.0,60.0,35.0,19.1,45.0,0.0,692.0,54.9,35.0,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,25.0,30.0,18.0,310.99019,False,60.0,25.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,0.0,168.0,1,0,10.0,90.0,14,15,17,18,19,21,23,23,BRAZEON,100.0,25,0,25,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,2
2093,TRACK,60.0,602.1,565.6,28.0,74.5,396.15,584.9,72.1,43.1,74.0,778.0,582.0,23.0,130.0,1,7,674.0,2,DISC,True,622.0,DISC,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,2,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,11.0,0.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,0.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,300.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,-130.0,50.0,15.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,1
2094,TRACK,70.0,606.1,565.6,40.1,74.0,405.0,605.2,46.1,43.6,73.0,718.0,582.0,25.0,120.0,1,7,621.0,3,TRISPOKE,False,571.0,SPOKED,676.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,346.0,0,-10.0,55.0,0.0,40.0,30.0,28.0,165.0,298.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,0.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
2095,CITY,70.0,489.2,565.6,34.1,74.0,425.0,595.0,49.2,48.9,72.0,680.0,582.0,32.0,130.0,1,7,685.0,2,SPOKED,True,622.0,SPOKED,685.0,7,32.0,1,582.0,622.0,80.0,80.0,50.0,375.0,0,10.0,52.0,3.999999999999975,65.0,40.0,36.0,148.0,278.0,21.0,300.0,13.7,0,24.8,30.0,5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,24.0,16.4,-10.0,68.0,10.0,7.999999999999975,150.0,40.0,87.0,30.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,True,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,220.0,1.0,14.0,15.0,True,True,160.0,14.0,190.0,True,True,180.0,14.0,50.0,80.0,146.0,128.0,175.0,1,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,48,39,22,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,True,0
2096,ROAD,70.0,515.0,565.6,34.0,74.0,405.0,585.0,49.0,49.9,75.0,718.0,519.0,31.8,130.0,1,7,626.0,2,SPOKED,True,559.0,SPOKED,626.0,7,31.8,1,519.0,559.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,78.0,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,True,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,100.0,14,15,17,18,19,21,23,23,BRAZEON,65.0,25,2,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
2097,TRACK,37.0,555.2,565.6,40.0,74.0,400.0,530.0,65.2,49.6,73.0,718.0,582.0,25.0,120.0,1,8,674.0,3,SPOKED,True,622.0,SPOKED,674.0,8,25.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,-5.0,40.0,0.0,40.0,25.0,12.0,140.0,265.0,21.0,300.0,4.0,1,8.0,20.0,-10.0,0.0,0,100.0,145.0,16.0,40.0,60.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,30.0,50.0,0.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,65.0,40.0,19.1,45.0,0.0,692.0,65.0,40.0,25.4,40.0,60.0,31.8,0,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,20.0,165.0,1,0,130.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,48,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,3
2098,TRACK,73.0,622.1,565.6,28.0,74.5,401.87,582.9,72.1,45.3,74.0,778.0,582.0,23.0,130.0,1,2,674.0,2,SPOKED,False,622.0,DISC,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,2,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,11.0,0.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,0.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,260.0,20.0,87.0,130.0,139.0,0,CAMPAGNOLO,-130.0,120.0,0.0,29.0,2,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,170.0,1,6,140.0,81.0,15,16,17,18,20,21,23,23,BRAZEON,89.0,25,1,53,42,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2099,COMMUTER,70.0,488.0,565.6,31.6,74.0,405.0,585.0,48.0,43.5,73.0,718.0,582.0,28.0,130.0,1,7,680.0,2,SPOKED,False,622.0,SPOKED,680.0,7,28.0,1,582.0,622.0,80.0,80.0,50.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,4.0,1,15.0,10.0,5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,SHIMANO_2012,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.6,19.1,45.0,0.0,692.0,54.9,28.6,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,1.0,220.0,1.0,14.0,15.0,True,True,140.0,20.0,190.0,True,True,180.0,20.0,50.0,80.0,146.0,128.0,170.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,45,39,22,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,True,0
2100,ROAD,28.0,522.5,565.6,22.1,75.0,419.44,612.5,22.5,24.6,73.0,653.0,590.0,31.8,130.0,1,7,685.0,2,SPOKED,True,630.0,SPOKED,685.0,7,31.8,1,590.0,630.0,80.0,80.0,45.0,390.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,280.0,21.0,250.0,10.0,0,10.0,50.0,15.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,10.0,35.0,-10.0,68.0,50.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,32.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,29.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,350.0,False,35.0,13.0,19.0,15.0,13.0,45.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,True,,20.0,190.0,False,False,180.0,20.0,-10.0,80.0,146.0,130.0,172.5,0,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,89.0,30,0,44,32,22,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,True,1
2101,ROAD,60.0,530.5,565.6,30.4,74.99999999999999,416.9,578.8,20.5,35.3,72.0,650.0,630.0,23.0,125.0,1,8,680.0,0,SPOKED,True,630.0,SPOKED,680.0,8,23.0,1,630.0,630.0,80.0,80.0,45.0,375.0,0,10.0,52.0,1.3294718568517513e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,50.0,0.0,0.0,0,100.0,145.0,16.0,40.0,90.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,75.0,15.000000000001483,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,18.0,15.0,200.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,0,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2102,POLO,62.49999999999892,520.8,565.6,29.9,74.99999999999999,430.0,598.0,20.8,34.8,72.0,650.0,630.0,32.0,125.0,1,8,695.0,0,SPOKED,True,630.0,SPOKED,695.0,8,32.0,1,630.0,630.0,80.0,80.0,45.0,380.0,0,10.0,52.0,1.3390135208961417e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,30.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,75.0,15.000000000001496,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,22.0,15.0,220.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,0,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
2103,POLO,62.49999999999869,520.8,565.6,29.9,75.0,430.0,597.9,20.8,34.8,72.0,650.0,630.0,32.0,125.0,1,8,695.0,0,SPOKED,True,630.0,SPOKED,695.0,8,32.0,1,630.0,630.0,80.0,80.0,45.0,380.0,0,10.0,52.0,1.3390135208961417e-12,50.0,30.0,34.0,148.0,280.0,21.0,300.0,8.0,0,8.0,30.0,10.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,-10.0,68.0,75.0,15.000000000001496,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.0,19.1,32.0,0.0,692.0,54.9,28.0,25.4,40.0,60.0,28.0,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,15.0,22.0,15.0,220.0,15.0,25.0,18.0,350.0,False,38.0,13.0,17.0,15.0,13.0,200.0,16.0,0.0,,,,200.0,1.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,0,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,53,39,24,8.0,3.175,5.0,FD9000F,0,FDM9000D,FD9000B,False,1
